Type,ID,Name,Description,URL,Tags,Societies,Year,Standard Status,Technical Committee,Keywords,Priority
Standard,C37.081a - 1997,Supplement to IEEE Guide for Synthetic Fault Testing of AC High Voltage Circuit Breakers Rated on a Symmetrical Current Basis,"This revision will provide information on how to determine the Transient Recovery Voltage wave shapes for asymmetric terminal faults.  The basis of rating is given and the factors to be applied for various fault conditions, i.e., degree of asymmetry and time of interruption.",http://standards.ieee.org/cgi-bin/status?Designation: C37.081a-1997,,PE,,Published,SWG,asymmetrical current              ,yes
Standard,C37.082 - 1982,IEEE Standard Methods for the Measurement of Sound Pressure Levels of AC Power Circuit Breakers,"These methods are intended for use in measurement of the sound produced by outdoor circuit breakers in a free-field environment. The methods may be used indoors or in restricted field, provided that precautions are observed in measurement and interpretation of results. Three types of tests are described: design tests, conformance tests, and field test.",http://standards.ieee.org/cgi-bin/status?Designation: C37.082-1982,,PE,,Published,SWG,"Power transmission acoustic noise, Power system measurements, Power distribution acoustic noise, Circuit breakers, Acoustic noise measurement              ",yes
Standard,C37.083 - 1999,IEEE Guide for Synthetic Capacitive Current Switching Tests of AC High-Voltage Circuit Breakers,"Develop a Guide to be used when conducting capacitive current switching.  This will cover requirements, test circuits, test parameters, test procedures, etc. when using synthetic circuits.",http://standards.ieee.org/cgi-bin/status?Designation: C37.083-1999,,PE,,Published,SWG,capacitive current switching              ,yes
Standard,C37.10 - 1995,IEEE Guide for Diagnostics and Failure Investigation of Power Circuit Breakers,"This guide recommends procedures to be used to perform failure investigations of power circuit breakers. Although  the procedure may be used for any circuit breaker, it is mainly focused on high-voltage ac power circuit breakers used  on utility systems.  Recommendations are also made for monitoring circuit breaker functions as a means of diagnosing their suitability for  service condition.",http://standards.ieee.org/cgi-bin/status?Designation: C37.10-1995,,PE,,Published,SWG,"diagnostics, investigation, failure, power circuit, circuit breaker  communication  communication evaluation criteria  communication performance measures  data acquisition  distributed processing  IEDs  intelligent electronic devices  SCADA  supervisory control  test scenario  UML""  ""   ",yes
Standard,C37.10.1 - 2000,IEEE Guide for the Selection of Monitoring for Circuit Breakers,The Guide provides direction in the selection of monitoring and the diagnostic parameters used for power circuit breakers.  It provides guidance on appropriate parameters for various circuit breaker technologies.,http://standards.ieee.org/cgi-bin/status?Designation: C37.10.1-2000,,PE,,Published,SWG,failure characteristics; failure modes and effects analysis (FMEA); failure modes              ,yes
Standard,C37.11 - 1997,IEEE Standard Requirements for Electrical Control for AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis,,http://standards.ieee.org/cgi-bin/status?Designation: C37.11-1997,,PE,,Published,SWG,"ac high-voltage circuit breakers, alarm circuits, auxiliary contacts, auxiliary switch, closing, control schemes, electrical control, grounding, heater circuits, metal-clad switchgear, metal-enclosed switchgear, motor circuits, opening, re-closing, tripping              ",yes
Standard,C37.14 - 2002,IEEE Standard for Low-Voltage DC Power Circuit Breakers Used in Enclosures,Revision to incorporate both 1000V and 1200V maximum design voltage ratings.  Review and revise as necessary the requirements for peak current design testing.  Revise for metrification requirement.,http://standards.ieee.org/cgi-bin/status?Designation: C37.14-2002,,PE,,Published,SWG,current-limiting              ,yes
Standard,C37.20.1 - 2002,IEEE Standard for Metal-Enclosed Low-Voltage Power Circuit Breaker Switchgear,"This project will provide a revision of the current C37.20.1 Standard. The current revision was issued in 1993 and reaffirmed in 1998. The equipment covered by this Standard has been and continues to be a vital element of industrial, commercial, institutional and utility electrical distribution systems.",http://standards.ieee.org/cgi-bin/status?Designation: C37.20.1-2002,,PE,,Published,SWG,circuit breaker              ,yes
Standard,C37.20.2 - 1999,IEEE Standard for Metal-Clad Switchgear,,http://standards.ieee.org/cgi-bin/status?Designation: C37.20.2-1999,,PE,,Published,SWG,control              ,yes
Standard,C37.20.3 - 2001,IEEE Standard for Metal-Enclosed Interrupter Switchgear,"This standard covers metal-enclosed interrupter (MEI) switchgear assemblies containing, but not limited to, such devices as interrupter switches; selector switches; power fuses; control, instrumentation and metering devices; and protective equipment. It includes, but is not specifically limited to, equipment for the control and protection of apparatus used for distribution of electrical power.  This standard is concerned with enclosed (rather than open), indoor and outdoor switchgear assemblies rated above 1000 V. It includes equipment that is part of primary and secondary unit substations. It does not include gas-insulated substation equipment nor switching devices mounted integrally within a transformer enclosure.",http://standards.ieee.org/cgi-bin/status?Designation: C37.20.3-2001,,PE,,Published,SWG,metal-enclosed interrupter (MEI)switchgear              ,yes
Standard,C37.20.4 - 2001,IEEE Standard for Indoor AC Switches (1 kV - 38 kV) for Use in Metal-Enclosed Switchgear,"This standard covers indoor ac switches rated above 1 kV through 38 kV for use in metal-enclosed  switchgear as follows:  a) Stationary or drawout  b) Manual or power operation  c) Fused or unfused  The term ‘‘indoor’’ is intended to indicate that the enclosure provides a degree of protection to  the switch and the enclosure may be suitable for indoor, outdoor, or other service conditions and  complies with the requirements of switchgear assemblies as defined by IEEE C37.20.2-1999 or IEEE  C37.20.3-2001  This standard does not apply to subsurface load interrupting switches in IEEE Std C37.71-1984,  switches intended for use in padmounted switchgear in ANSI C37.72-1987 and ANSI C37.73-1998, or  to high-voltage air switches in ANSI C37.30-1997.",http://standards.ieee.org/cgi-bin/status?Designation: C37.20.4-2001,,PE,,Published,SWG,indoor ac switches              ,yes
Standard,C37.21 - 2005,IEEE Standard for Control Switchboards,"This standard covers ratings, construction, and testing of dead-front control switchboards containing but not limited to devices such as switches, control devices, instrumentation, metering, monitoring, protective and auxiliary relays, and regulating devices and accessories.",http://standards.ieee.org/cgi-bin/status?Designation: C37.21-2005,,PE,,Published,SWG,"control switchboard, vertical switchboard, dead-front switchboard, enclosed switchboard, dual switchboard, duplex switchboard, control desk, console, benchboard, dual or duplex benchboard, fixed rack cabinet, or swing rack cabinet              ",yes
Standard,C37.24 - 2003,IEEE Guide for Evaluating the Effect of Solar Radiation on Outdoor Metal-Enclosed Switchgear,"The general information in this Guide is intended to assist in evaluating the effect of solar radiation on outdoor metal-enclosed switchgear and is applicable to outdoor metal-enclosed power switchgear, control switchboards and metal-enclosed bus. Specific data are given in current temperature relationship and tabulation form for outdoor metal-enclosed low-voltage power circuit breaker switchgear, outdoor metal-clad switchgear and outdoor metal-enclosed interrupter switchgear.",http://standards.ieee.org/cgi-bin/status?Designation: C37.24-2003,,PE,,Published,SWG,"absorption coefficient, finish, guide, metal-enclosed switchgear, outdoor, solarconstant, solar radiation, temperature              ",yes
